CategoryLabel	ServiceLabel	Title	Body
Client	Cognitive - Form Recognizer	[Question] AnalyzeResult compatibility between FormRecognizer and DocumentIntelligence	I aim to support all versions of the service in some application. Right now, only version 3.* is supported, and the rest of the code works with the AnalyzeResult from the Azure.AI.FormRecognizer package. As I add support for version 4.*, I can't directly use the AnalyzeResult from Azure.AI.DocumentIntelligence. Is there a way to map between the two, or should I create an adapter? edit: I forgot to mention that I'm referring to the .NET SDK.
Mgmt	Network	[FEATURE REQ] LoadBalancer management	Library name Azure.ResourceManager.Network Please describe the feature. We are currently still using Microsoft.Azure.Management.Fluent (which is deprecated). This is because we are not able to switch over to Azure.ResourceManager.Network, this currently only seems to have an API of getting what is currently deployed but no way to configure it. We specifically need to be able to add/update/delete loadbalancer rules and healthprobes.
Mgmt	App Services	[QUERY] Is there a Get for FTPS endpoint of a WebSiteResource?	Library name and version Azure.ResourceManage.AppService 1.3.0.0 Query/Question I'm trying to get the FTPS endpoint from an Azure WebApp, like available in Azure Portal:  I already have the necessary configuration settings for FTP Basic Auth Publishing:  I know one can get it with Azure CLI: az webapp deployment list-publishing-profiles --name SomeWebApp--resource-group SomeResourceGroup But having it directly from the Azure SDK library would be most optimal. I appreciate your help! Best regards, Wesley Environment No response
Client	Functions	[FEATURE REQ] Session-enabled topic support with Batching	Library name Azure.Messaging.ServiceBus Please describe the feature. We consume jobs from 1000 session-id in a session-enabled topic. We want to activate batching while consuming those jobs to minimize the number of function execution. The state as is works, but as soon as we activate the batching, one service plan instance will only consume one session-id. Therefore, in our case, the 4 instances each batch one session-id and the 996 other session-ids accumulate jobs until they reach the DLQ delay. A service plan instance should be able to process batches of jobs for multiple session-ids.
Client	Service Bus	[QUERY] Processor stop flow and time constraints.	Library name and version Azure.Messaging.ServiceBus 7.17.0 Query/Question This question pertains to application lifecycle and message processing.  I'll do my best to lay out some context. I have an application with an api that receives requests to run background jobs.  the api validates the request, adds some system metadata, and queues the job via an azure ServiceBus queue. a BackgroundService /  IHostedService subscribes to this queue, pulls messages off, and processes them via a ServiceBusProcessor. this application is hosted in Azure Container Apps. when the application undergoes a scaling operation, particularly a scale-in, my application receives a request (SIGTERM) to gracefully shut down.  as a result, StopAsync is invoked on my IHostedService.  it's here that expected behavior gets a little murky for me.  The cancellation token provided as an argument to StopAsync represents (via docs) when graceful shutdown is canceled and will now be forced.  I would expect this to occur when the shutdown timeout has elapsed.  I'm aware there are a few layers here.  aspnetcore's generic host has its ShutdownTimeout and ACA has one as well.  fwiw I've cranked both of these to an hour (ACA max) while troubleshooting this. during BackgroundService.StopAsync, I indicate the ServiceBusProcessor should stop processing messages: public override async Task StopAsync(CancellationToken cancellationToken) {     await _processor.StopProcessingAsync(cancellationToken); } according to the docs for StopProcessingAsync - it will stop receiving new messages but allow messages currently being processed to complete - as long as they complete within message TryTimeout.  this makes sense, except that's not the behavior I'm seeing. what I am currently observing is, when StopProcessingAsync is invoked, cancellation is requested of any messages currently being processed.  am I just misunderstanding the docs?  I would expect cancellation would not be requested of message processors until cancellation was requested via the token provided by StopAsync indicating we are no longer gracefully shutting down. I'd be happy to provide a console app to reproduce this if that'd help illustrate the point.  a simple console app with a `long` Task.Delay(...) in ProcessMessageAsync will do the trick. I'm fully ready to concede that I'm misunderstanding something.  or, maybe there really is a bug here.  either way, thanks for taking a look! Environment No response
Mgmt	App Services	[FEATURE REQ] Add InboundIpAddress data to WebSiteData	Library name Azure.ResourceManager.AppService v1.3.0 Please describe the feature. Currently public partial class WebSiteData : TrackedResourceData has some of the properties from a WebApp Resource JSON, but not all. I would like to request that the InboundIpAddress data would be added to the WebSiteData class.  This helps developers to use the inbound ip address to set new custom domains using azure-sdk-for-net.
Client	Communication - Email	[BUG] MSAL information loged when Dependcy injecting EmailClient	Library name and version Azure.Communication.Email v1.01 Describe the bug Injecting the EmailClient causes logs from MSAL for graph packages to be logged. Expected behavior MSAL logs from other graph packages should not be logged. Actual behavior MSAL logs are logged. [2025-01-20T20:20:35.882Z] False MSAL 4.66.2.0 MSAL.NetCore .NET 8.0.4 Microsoft Windows 10.0.22631 [2025-01-20 20:20:35Z - d6debb3b-3798-4d91-8e96-e541d41c3636] [2025-01-20T20:20:35.887Z] === Request Data === [2025-01-20T20:20:35.891Z] Authority Provided? - True [2025-01-20T20:20:35.895Z] Scopes - https://graph.microsoft.com/.default [2025-01-20T20:20:35.899Z] Extra Query Params Keys (space separated) - [2025-01-20T20:20:35.907Z] ApiId - AcquireTokenForClient [2025-01-20T20:20:35.911Z] IsConfidentialClient - True [2025-01-20T20:20:35.916Z] SendX5C - False [2025-01-20T20:20:35.922Z] LoginHint ? False [2025-01-20T20:20:35.927Z] IsBrokerConfigured - False [2025-01-20T20:20:35.932Z] HomeAccountId - False [2025-01-20T20:20:35.934Z] CorrelationId - d6debb3b-3798-4d91-8e96-e541d41c3636 [2025-01-20T20:20:35.939Z] UserAssertion set: False [2025-01-20T20:20:35.943Z] LongRunningOboCacheKey set: False [2025-01-20T20:20:35.947Z] Region configured: [2025-01-20T20:20:35.955Z] [2025-01-20T20:20:35.990Z] False MSAL 4.66.2.0 MSAL.NetCore .NET 8.0.4 Microsoft Windows 10.0.22631 [2025-01-20 20:20:35Z - d6debb3b-3798-4d91-8e96-e541d41c3636] [2025-01-20T20:20:35.994Z] [LogMetricsFromAuthResult] Cache Refresh Reason: NotApplicable [2025-01-20T20:20:35.996Z] [LogMetricsFromAuthResult] DurationInCacheInMs: 0 [2025-01-20T20:20:35.998Z] [LogMetricsFromAuthResult] DurationTotalInMs: 3 [2025-01-20T20:20:36.002Z] [LogMetricsFromAuthResult] DurationInHttpInMs: 0 [2025-01-20T20:20:36.007Z] False MSAL 4.66.2.0 MSAL.NetCore .NET 8.0.4 Microsoft Windows 10.0.22631 [2025-01-20 20:20:35Z - d6debb3b-3798-4d91-8e96-e541d41c3636] TokenEndpoint: **** [2025-01-20T20:20:36.012Z] ClientSecretCredential.GetToken succeeded. Scopes: [ https://graph.microsoft.com/.default ] ParentRequestId:  ExpiresOn: 2025-01-21T20:20:13.1153530+00:00 Reproduction Steps        services.AddAzureClients(b =>        {            b.AddEmailClient(new Uri(SharedEnvironmentVariables.CommunicationServiceEndpoint))             .WithCredential(new ChainedTokenCredential(                     new ManagedIdentityCredential(clientId: SharedEnvironmentVariables.CommunicationServiceUserAssignedClientId),                     new VisualStudioCredential()));        });      public ExceptionHandlerMiddleware(ILoggerFactory loggerFactory, EmailClient emailClient)     {         _logger = loggerFactory.CreateLogger<ExceptionHandlerMiddleware>();         _emailClient = emailClient;     }  Environment .NET 8, Azure Function AppService, Azure Function v4
Client	Azure.Identity	[QUERY] How does the in-memory cache work at 'ManagedIdentityCredential' and 'ClientCertificateCredential'	Library name and version Azure.Identity 1.13.1 Query/Question Hi, as the document:TokenCache.md said, I need to reuse the instance of `TokenCredential` to be benefit from the default in-memory cache. Vice versa, I can create a new instance of TokenCredential to disable the cache if needed. But I read some of source codes of the implementation of `ManagedIdentityCredential` and `ClientCertificateCredential` and MSAL .NET, it seems not the case. For `ManagedIdentityCredential`, it will build a ManagedIdentityApplication with `CacheOptions.EnableSharedCacheOptions`, which means  that it will share a cache in `Class level` instead of `instance level` in the implementation of MSAL(see: screenshot)  But, as for `ClientCertificateCredential`, I didn't find out such similar setting for `using a static shared cache`. It is just like the document said, the cache exist in the instance level of ClientCertificateCredential. So I have a conclusion but also a question that, does it still require to reuse the instance of `ManagedIdentityCredential` explicitly if I want the cache? (We are migrating our service from 'app authentication' to 'MSI authentication'. And there is rate limiting in IMDS. I want to know the cache of Azure.Identity and MSAL more deeply and avoid the rate limiting as posible) Environment No response
Client	Azure.Identity	[FEATURE REQ]Azure.Identity Upgrade System.Text.Json 4.7.2	Library name Azure.Identity Please describe the feature. Upgrade System.Text.Json 4.7.2 System.Text.Json 4.7.2 version is too low
Client	Service Bus	[BUG] Azure.Messaging.ServiceBus 7.18.2 contains a transitive System.Text.Json vulnerability	Library name and version Azure.Messaging.ServiceBus 7.18.2 Describe the bug Azure.Messaging.ServiceBus 7.18.2 depends on Azure.Core 1.44.0 and System.Memory.Data 6.0.0, both of which in turn depend on System.Text.Json 6.0.9 that contains a known, published vulnerability. The fix is simple, release an updated Azure.Messaging.ServiceBus 7.19.0 that takes a dependency on Azure.Core 1.44.1 and System.Memory.Data 6.0.1, both of which no longer contain the System.Text.Json vulnerability. Without this fix in place, customers need to manually take dependencies on transitive packages, and that in turn introduces more management work that should be completely unnecessary. Expected behavior Azure.Messaging.ServiceBus should have a release available for .NET 8 and .NET 9 that does not include transitive vulnerabilities. Actual behavior Azure.Messaging.ServiceBus 7.18.2 is the latest version and taking it on as a dependency means taking on transitive vulnerabilities in your project that need to be worked around until 7.19.0 is released.. Reproduction Steps Create a new C# project. Take a dependency on Azure.Messaging.ServiceBus 7.18.2. Use the NuGet Package Manager or dotnet list packages --include-transitive --vulnerable to see transitive vulnerabilities in your project. Environment Windows 11, .NET 8 or 9, Visual Studio Latest -- updated it yesterday.
Client	Functions	[BUG]	Library name and version Microsoft.Azure.WebJobs.Extensions.EventHubs 6.3.5 Describe the bug  When a consumer is set, in this case the connection is mapped from the settings (environmental varaibles from function app), but the consumer group cannot be mapped and needs to be const (compile time) Expected behavior To be able to map the consumer group same as the connection Actual behavior If the name of the consumer group variable is set, messages are not received. Reproduction Steps Add consumer group in azure portal on the hub, set an environmental variable for a consumer group with value exact like the consumer group name that was added in azure Environment No response
Client	Extensions	[BUG] Can't use named configuration with BlobClientOptions	Library name and version Azure.Storage.Blobs 12.23.0 Describe the bug Hello, I have multiple client and want to use named configuration for BlobClientOptions. I put all the configuration on my appsettings.json file. IOptions<T> does not support named configuration, so either I need to use IOptionsMonitor<T> or IOptionsSnapshot<T> to get registered options. But when I do this it throws the following exception. Can't overrided constructor use instead of providing the default value? System.MissingMethodException with message `Cannot dynamically create an instance of type 'Azure.Storage.Blobs.BlobClientOptions'. Reason: No parameterless constructor defined.`      at System.RuntimeType.ActivatorCache..ctor(RuntimeType rt)      at System.RuntimeType.CreateInstanceOfT()      at System.Activator.CreateInstance[T]()      at Microsoft.Extensions.Options.OptionsFactory`1.CreateInstance(String name)      at Microsoft.Extensions.Options.OptionsFactory`1.Create(String name)      at Microsoft.Extensions.Options.OptionsManager`1.<>c__DisplayClass5_0.<Get>b__0()      at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)      at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)      at System.Lazy`1.CreateValue()      at System.Lazy`1.get_Value()      at Microsoft.Extensions.Options.OptionsCache`1.GetOrAdd(String name, Func`1 createOptions)      at Microsoft.Extensions.Options.OptionsManager`1.Get(String name)  Expected behavior Design of BlobClientOptions should allow to dynamic create the default instance when using named configuration like ServiceBusClientOptions. Actual behavior System.MissingMethodException with message `Cannot dynamically create an instance of type 'Azure.Storage.Blobs.BlobClientOptions'. Reason: No parameterless constructor defined.` at System.RuntimeType.ActivatorCache..ctor(RuntimeType rt) at System.RuntimeType.CreateInstanceOfT() at System.Activator.CreateInstanceT at Microsoft.Extensions.Options.OptionsFactory1.CreateInstance(String name) at Microsoft.Extensions.Options.OptionsFactory1.Create(String name) at Microsoft.Extensions.Options.OptionsManager1.<>c__DisplayClass5_0.<Get>b__0() at System.Lazy1.ViaFactory(LazyThreadSafetyMode mode) at System.Lazy1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor) at System.Lazy1.CreateValue() at System.Lazy1.get_Value() at Microsoft.Extensions.Options.OptionsCache1.GetOrAdd(String name, Func1 createOptions) at Microsoft.Extensions.Options.OptionsManager1.Get(String name) Reproduction Steps // See https://aka.ms/new-console-template for more information  using Azure.Storage.Blobs; using Microsoft.Extensions.DependencyInjection; using Microsoft.Extensions.Hosting; using Microsoft.Extensions.Options;  string namedConfig = `config1`;  var builder = Host.CreateApplicationBuilder(args); builder.Services.Configure<BlobClientOptions>(namedConfig, builder.Configuration.GetSection(`config1:BlobClientOptions`));  ServiceProvider serviceProvider = builder.Services.BuildServiceProvider(); IOptionsSnapshot<BlobClientOptions> options = serviceProvider.GetRequiredService<IOptionsSnapshot<BlobClientOptions>>(); // IOptionsserviceProvider.GetRequiredService<IOptionsMonitor<BlobClientOptions>>();  options.Get(namedConfig);// ThrowException Console.WriteLine(`Hello, World!`); {   `config1`: {     `BlobClientOptions`: {       `Retry`: {         `MaxRetries`: 5,         `Mode`: `Exponential`       }     }   } } Environment No response
Client	Event Hubs	[FEATURE REQ] Alternative Redis Checkpoint Store for Azure Event Hubs .NET SDK	Library name Azure.Messaging.EventHubs.Processor Feature Description The Azure.Messaging.EventHubs.Processor library provides the EventProcessorClient class for processing Azure Event Hubs events in an Event Driven Fashion. The client class only supports Azure Blob as the checkpointing mechanism. The suggestion is that given that checkpointing in Azure Blob can be costly in terms of latency, provide the way to set alternative checkpoint stores such as redis in EventProcessorClient. The Java SDK seems to support this feature. Why not the .NET SDK also? If this feature makes sense, I will be glad to contribute.
Client	Managed Identity	[BUG]  DefaultAzureCredential does not fall back to other credential types unless ManagedIdentityCredential is disabled	Describe the bug The DefaultAzureCredential is supposed to fall back to other credential types when ManagedIdentityCredential is failed, but it doesn't. Details attempting to connect to app configuration with DefaultAzureCredential fails to fall back to other credential options. It was working fine until 21st of december. I am using an Azure VM as my dev environment This code below fails until managedIdentityCredential is disabled builder.Configuration.AddAzureAppConfiguration(options => {     options.Connect(new Uri(endpoint), new DefaultAzureCredential());   });  Error details System.TimeoutException   HResult=0x80131505   Message=The provider timed out while attempting to load.   Source=Microsoft.Extensions.Configuration.AzureAppConfiguration   StackTrace:    at Microsoft.Extensions.Configuration.AzureAppConfiguration.AzureAppConfigurationProvider.<LoadAsync>d__31.MoveNext()    at Microsoft.Extensions.Configuration.AzureAppConfiguration.AzureAppConfigurationProvider.Load()    at Microsoft.Extensions.Configuration.ConfigurationManager.AddSource(IConfigurationSource source)    at Microsoft.Extensions.Configuration.ConfigurationManager.Microsoft.Extensions.Configuration.IConfigurationBuilder.Add(IConfigurationSource source)    at Microsoft.Extensions.Configuration.AzureAppConfigurationExtensions.AddAzureAppConfiguration(IConfigurationBuilder configurationBuilder, Action`1 action, Boolean optional)    at Program.<Main>$(String[] args) in C:\Users\Uche\source\repos\WebApplication1\WebApplication1\Program.cs:line 23     This exception was originally thrown at this call stack:     [External Code]   Inner Exception 1: AggregateException: One or more errors occurred.   Inner Exception 2: RequestFailedException: Service request failed. Status: 403 (Forbidden)   Headers: Date: Tue, 07 Jan 2025 14:07:27 GMT Connection: keep-alive x-ms-request-id: c5da4250-739f-4f90-a58d-44a6795158a3 x-ms-client-request-id: 445a7254-fb5d-4d94-b430-3d3320919ecc x-ms-correlation-request-id: c5da4250-739f-4f90-a58d-44a6795158a3 Strict-Transport-Security: max-age=31536000; includeSubDomains Access-Control-Allow-Origin: * Content-Length: 0
Mgmt	Event Grid	[QUERY] EventGrid NameSpaceTopicEventSubscriptionData-> FilterConfiguration	Library name and version Azure.ResourceManager.EventGrid v1.1.0-beta.5 Query/Question I am attempting to create a Subscription from an azure function as part of a registration process. I've been able to accomplish all portions leading up to creating a filter for the newly created subscription (the subscription creates with no filters just fine), I am unable to find any way to create a new instance of a FiltersConfiguration, or any derived class. Could someone point me in the right direction? Small code snip below for reference NamespaceTopicEventSubscriptionData subscriptionData = new() {   EventDeliverySchema = DeliverySchema.CloudEventSchemaV10,   DeliveryConfiguration = new DeliveryConfiguration()   {       DeliveryMode = DeliveryMode.Queue,       Queue = new()       {           ReceiveLockDurationInSeconds = 60,           MaxDeliveryCount = 10,           EventTimeToLive = TimeSpan.FromDays(7),           DeadLetterDestinationWithResourceIdentity = new()           {               DeadLetterDestination = new StorageBlobDeadLetterDestination()               {                   ResourceId = subscription.GetStorageAccounts().Where(x => x.Data.Name == `tmailstorage`).First().Id,                   BlobContainerName = `deadlettered`,               },               Identity = new()               {                   IdentityType = EventSubscriptionIdentityType.SystemAssigned,               }           },       }   },   //Below is the problem line.   FiltersConfiguration = new() };  Thank you in advance! Environment Visual Studio Version : 17.12.2 Project target framework:  .Net 8.0 Project Type : Azure Function (running locally for testing)
Client	Service Bus	[BUG] Update Azure.Core in Azure.Messaging.ServiceBus	Library name and version Azure.Messaging.ServiceBus 7.18.2 Describe the bug I was wondering why Azure.Core still isn't updated in Azure.Messaging.ServiceBus? It requires >= 1.44.0 while 1.44.1 is referencing a newer version of System.Text.Json without the vulerability. Expected behavior Use a version of System.Text.Json that isn't vulnerable by updating Azure.Core Actual behavior The referenced version is not high enough Reproduction Steps Install Azure.Messaging.ServiceBus 7.18.2 Environment No response
Client	EngSys	[QUERY] This repo contains code for many libraries, isn't it better to split them up to different repos	Library name and version General Query/Question This repo is huge and contains code for many libraries. Isn't better to maintain a shared repo + a repo for each library? For example, if I am debugging a say Azure.AI.DocumentIntelligence, I shouldn't have to pull down the entire repo. Environment N/A
Client	Service Bus	Service Bus Messages Held in AMQP Buffer After Being Dequeued and processed	I am experiencing an issue with Azure Service Bus where messages are dequeued from the subscription and processed successfully by the backend application. However, for some messages, we are missing the status update. Ideally, if a message misses its status update, it should move to the Dead Letter Queue (DLQ). Instead, these messages are not moving to the DLQ and are remaining indefinitely in the AMQP buffer, causing a gradual memory increase in the application. Additionally, these messages persist beyond their Time-to-Live (TTL). Why is this not a Bug or a feature Request? We are not categorizing this as a bug at this point. Instead, we are seeking suggestions or guidance based on the current issue we are experiencing. Setup (please complete the following information if applicable):   OS: Windows   IDE: .NET application targeting net462   Library/Libraries: Azure.Core.Amqp = 1.3.1 Azure.Messaging.ServiceBus = 7.18.2 Project Type: Service Fabric Application Azure Service Bus Namespace Type: Standard Configuration: Topic-Level Settings: Default Message TTL: 1 hour Subscription-Level Settings: Subscription Name: gatewayworker Default Message TTL: 5 minutes Max Delivery Count: 10 Lock Duration: 2 minutes Auto-Delete on Idle: Effectively disabled (106,751 days) Dead-Lettering on TTL Expiration: Enabled Dead-Lettering on Filter Evaluation Error: Enabled   Message Details AMQP library (from debug session): Creation Time: 12/11/2024 5:57:33 PM Absolute Expiry Time: 12/11/2024 6:57:33 PM (matches topic TTL of 1 hour) Delivery Count: 0 Current Status: Active Message Count: 0 (after being dequeue). Dead-Letter Message Count: 0. Some messages are not visible as active in the subscription after being dequeued but are remaining held in the AMQP buffer, causing memory usage to increase. Dump screenshots: This was taken on 12/12/2024 12:10am PST, the message in the buffer was dequed at: 12/11/2024 5:57:33 PM expires at: 12/11/2024 6:57:33 PM Header:  AbsoluteExpiryTime  Additional Observations: Memory Increase: Application memory usage grows gradually. Buffer Stream: From the dump, the Microsoft.Azure.Amqp.AmqpMessage and its buffer stream are holding the message data. No Prefetch: Prefetch is explicitly disabled. No Lock Renewal: Lock renewal is not enabled or performed for messages. Message Behavior After Being Dequeued: Messages are processed successfully by the backend application. For some messages, the status update fails. These messages are not moving to the DLQ, even though they are missing status updates. Instead, they remain in the AMQP buffer, and the TTL and DLQ behavior are not triggered as expected. Questions: 1)Why are the messages that fail status updates not moving to the DLQ? 2)Why do these messages remain held in the AMQP buffer indefinitely instead of being redelivered or discarded? 3)Why are TTL and DLQ behavior not triggered for messages that are neither completed nor abandoned? 4)Could the AMQP library buffer stream retaining data be related to the memory increase? If so, how can it be resolved? 5) what is the best approach to clean the AMQP buffer for the message that are greater than 1hr? am trying to attach dump but since it is 1.30GB it is failing to upload, please suggest where i can upload the dump of it is required for analysis. Information Checklist Kindly make sure that you have added all the following information above and checkoff the required fields otherwise we will treat the issuer as an incomplete report   Query Added  Setup information Added
Client	Event Hubs	[QUERY] Managing event consumption from EventHub in batch mode with multiple consumers	Library name and version Azure.Messaging.EventHubs.Processor 5.11.5 Query/Question In my usage scenario, I need to consume events from an EventHub with 4 partitions. The goal is to process the events in batch mode to optimize the underlying business logic by aggregating queries to handle 'batches' of events rather than individual events. To achieve this, I created a CustomEventProcessor by extending the EventProcessor class because the EventProcessorClient does not allow processing multiple events at once. The issues I am currently facing are as follows: When I kill a consumer and restart it, there is a moment when it seems that multiple consumers read the same data from the same partition. This forces me to perform a check to verify whether the event has already been processed or not. [Currently, this check is done in the database by verifying a unique property of the message.] Is this approach correct, or am I managing it incorrectly? When the situation described in point 1 occurs, I skip that event and process only the events that have not been processed. At the end, I update the checkpoint using UpdateCheckpointAsync for the event [not skipped] with the highest offset. This approach seems to work, but occasionally, I have noticed that some events are 'lost,' as if a checkpoint for a subsequent offset was performed, causing some events to not be correctly processed. This is the code of Consumer EventBatchProcessor.txt The goal is to create a robust consumer that can scale with multiple replicas of the consumers (always a maximum equal to the number of partitions) and to correctly manage checkpoints and duplicate control. Thanks in advance for your help. Environment No response
Mgmt	App Services	[QUERY] How to get all possible AppServicePlan configurations from an Azure subscription?	Library name and version Azure.ResourceManager.AppService 1.3.0 Query/Question I want to get a List with all possible AppService Hosting Plan configuration settings of my Azure subscription(Location, Tier, Size,...). Possibly through skus.  It should be done using Azure SDK for .NET. I already have a SubscriptionResource object to work with. Every sample and code here will assume `subscription` variable to be that object. Essentially, I want to get the app service hosting plan pricing options, like in the portal:   What have I tried?  Using GetSkusAsync() returns null every-time. I've tried with different subscriptions and result is the same.  var skus = await AppServiceExtensions.GetSkusAsync(subscription); foreach (var sku in skus.Value.Skus) {         Console.WriteLine($`- Tier: {sku.Tier}, Size: {sku.Size}, Name: {sku.Name}`); }   I thought maybe was that the SubscriptionResource could not just get the hosting plan configuration plans like in Azure portal because the SubscriptionResource is used to create,store,modify already the resources. So I looked to try with MockableAppServiceSubscriptionResource. But I could't get an object out of it that would make me be able to call the function in the first try(GetSkusAsync).  If you know how to get possible hosting plan configuration. Please do share your knowledge. And if it not currently possible with Azure sdk for .net, I would also appreciate the info. Thank you and best regards, Wesley Environment .Net 8.0 Console Application
Client	OpenAI	[FEATURE REQ] Azure OpenAI make the API version a settable string PLEASE	Library name Azure.AI.OpenAI Please describe the feature. Why is the API version an ENUM and then stored in an interal string that cannot be changed?! This feels way over-engineered and resembles the old Azure SDK packages where we had ENUMs for Azure regions and the package became useless each time a new region was onboarded nor did it work for `private customer regions`. Finally, we made that a string. We have the same situation now. o1 is GA, customers are being onboarded and the SDK doesn't work because the 2024-12-01 API version is not in the ENUM. We have to wait for a new version of the package to come out. At least provide a mechanism to override this in the constructor or make it a get/set property not internal!
Client	Cognitive - Form Recognizer	[QUERY] - How does one analyze a document with Features and QueryFields in Azure Document Intelligence 1.0.0?	Library name and version Azure.AI.DocumentIntelligence 1.0.0 Query/Question In Azure.AI.DocumentIntelligence.1.0.0-beta3, one could pass in features (such as keyValueParis for layout scan) and queryFields through the AnalyzeDocumentAsync() method, which still accepted an AnalyzeDocumentContent object. However, in the official 1.0.0 release, AnalyzeDocumentContent has been replaced by AnalyzeDocumentOptions, and AnalyzeDocumentAsync() no longer accepts features and queryFields in the signatures that expect an AnalyzeDocumentOptions object. public virtual async Task<Operation<AnalyzeResult>> AnalyzeDocumentAsync(WaitUntil waitUntil, AnalyzeDocumentOptions options, CancellationToken cancellationToken = default) AnalyzeDocumentOptions itself has Features and QueryFields properties, but they are read-only (source), so setting them in there is apparently not supported. The other option to pass them on in AnalyzeDocumentAsync() is by passing in a RequestContent object instead. However, that signature only returns a BinaryData object, whereas I was hoping for the original AnalyzeResult, and the one that is returned when passing in AnalyzeDocumentOptions over RequestContent. public virtual async Task<Operation<BinaryData>> AnalyzeDocumentAsync(WaitUntil waitUntil, string modelId, RequestContent content, string pages = null, string locale = null, string stringIndexType = null, IEnumerable<DocumentAnalysisFeature> features = null, IEnumerable<string> queryFields = null, string outputContentFormat = null, IEnumerable<AnalyzeOutputOption> output = null, RequestContext context = null) In DocumentIntelligenceClient.cs I can see that, to return an AnalyzeResult, some internal conversion from BinaryData is taking place: public virtual async Task<Operation<AnalyzeResult>> AnalyzeDocumentAsync(WaitUntil waitUntil, AnalyzeDocumentOptions options, CancellationToken cancellationToken = default) {     Argument.AssertNotNull(options, nameof(options));      using RequestContent content = options.ToRequestContent();     RequestContext context = FromCancellationToken(cancellationToken);     Operation<BinaryData> response = await AnalyzeDocumentAsync(waitUntil, options.ModelId, content, options.Pages, options.Locale, DefaultStringIndexType, options.Features, options.QueryFields, options.OutputContentFormat?.ToString(), options.Output, context).ConfigureAwait(false);     return ProtocolOperationHelpers.Convert(response, FetchAnalyzeResultFromAnalyzeOperation, ClientDiagnostics, `DocumentIntelligenceClient.AnalyzeDocument`); } The simple question is - What's the intended way for a user to specify Features and QueryFields for a document analysis request? Is de-serializing BinaryData into AnalyseResult just an additional one liner? If so, why does the internal deserialization implementation seem to have so many arguments/steps? Was setting the Features and QueryFields properties to read-only in AnalyzeDocumentOptions a mistake that slipped QA? What's the expectation here? Environment .NET SDK:  8.0.300 Microsoft Visual Studio Community 2022 (64-bit) - Current, Version 17.10.2
